season,date,local_time,stage,home_team,away_team,ft_home_goals,ft_away_goals,ht_home_goals,ht_away_goals,ft_result
2025-26,2025-12-10,21:00,"League, Matchday 6",Borussia Dortmund,FK Bodø/Glimt,2,2,1,1,D
2025-26,2025-12-10,,"League, Matchday 6",Athletic Club,Paris Saint-Germain FC,0,0,,,D
2025-26,2025-12-10,,"League, Matchday 6",Bayer 04 Leverkusen,Newcastle United FC,2,2,1,0,D
2025-26,2025-12-10,,"League, Matchday 6",Club Brugge KV,Arsenal FC,0,3,0,1,A
2025-26,2025-12-10,,"League, Matchday 6",Sport Lisboa e Benfica,SSC Napoli,2,0,1,0,H
2025-26,2025-12-10,,"League, Matchday 6",Juventus FC,Paphos FC,2,0,0,0,H
2025-26,2025-12-10,,"League, Matchday 6",Real Madrid CF,Manchester City FC,1,2,1,2,A
2025-26,2026-01-20,16:30,"League, Matchday 7",FK Kairat,Club Brugge KV,1,4,0,2,A
2025-26,2026-01-20,18:45,"League, Matchday 7",FK Bodø/Glimt,Manchester City FC,3,1,2,0,H
2025-26,2026-01-20,21:00,"League, Matchday 7",Tottenham Hotspur FC,Borussia Dortmund,2,0,2,0,H
2025-26,2026-01-20,,"League, Matchday 7",Sporting Clube de Portugal,Paris Saint-Germain FC,2,1,0,0,H
2025-26,2026-01-20,,"League, Matchday 7",PAE Olympiakos SFP,Bayer 04 Leverkusen,2,0,2,0,H
2025-26,2026-01-20,,"League, Matchday 7",Villarreal CF,AFC Ajax,1,2,0,0,A
2025-26,2026-01-20,,"League, Matchday 7",FC København,SSC Napoli,1,1,0,1,D
2025-26,2026-01-20,,"League, Matchday 7",Real Madrid CF,AS Monaco FC,6,1,2,0,H
2025-26,2026-01-20,,"League, Matchday 7",FC Internazionale Milano,Arsenal FC,1,3,1,2,A
2025-26,2026-01-21,18:45,"League, Matchday 7",Qarabağ Ağdam FK,Eintracht Frankfurt,3,2,1,1,H
2025-26,2026-01-21,,"League, Matchday 7",Galatasaray SK,Club Atlético de Madrid,1,1,1,1,D
2025-26,2026-01-21,21:00,"League, Matchday 7",Olympique de Marseille,Liverpool FC,0,3,0,1,A
2025-26,2026-01-21,,"League, Matchday 7",SK Slavia Praha,FC Barcelona,2,4,2,2,A
2025-26,2026-01-21,,"League, Matchday 7",Atalanta BC,Athletic Club,2,3,1,0,A
2025-26,2026-01-21,,"League, Matchday 7",Juventus FC,Sport Lisboa e Benfica,2,0,0,0,H
2025-26,2026-01-21,,"League, Matchday 7",Newcastle United FC,PSV,3,0,2,0,H
2025-26,2026-01-21,,"League, Matchday 7",FC Bayern München,Royale Union Saint-Gilloise,2,0,0,0,H
2025-26,2026-01-21,,"League, Matchday 7",Chelsea FC,Paphos FC,1,0,0,0,H
2025-26,2026-01-28,21:00,"League, Matchday 8",Liverpool FC,Qarabağ Ağdam FK,6,0,2,0,H
2025-26,2026-01-28,,"League, Matchday 8",FC Barcelona,FC København,4,1,0,1,H
2025-26,2026-01-28,,"League, Matchday 8",Manchester City FC,Galatasaray SK,2,0,2,0,H
2025-26,2026-01-28,,"League, Matchday 8",Bayer 04 Leverkusen,Villarreal CF,3,0,2,0,H
2025-26,2026-01-28,,"League, Matchday 8",Arsenal FC,FK Kairat,3,2,3,1,H
2025-26,2026-01-28,,"League, Matchday 8",Royale Union Saint-Gilloise,Atalanta BC,1,0,0,0,H
2025-26,2026-01-28,,"League, Matchday 8",Club Brugge KV,Olympique de Marseille,3,0,2,0,H
2025-26,2026-01-28,,"League, Matchday 8",Eintracht Frankfurt,Tottenham Hotspur FC,0,2,0,0,A
2025-26,2026-01-28,,"League, Matchday 8",AS Monaco FC,Juventus FC,0,0,,,D
2025-26,2026-01-28,,"League, Matchday 8",Club Atlético de Madrid,FK Bodø/Glimt,1,2,1,1,A
2025-26,2026-01-28,,"League, Matchday 8",Athletic Club,Sporting Clube de Portugal,2,3,2,1,A
2025-26,2026-01-28,,"League, Matchday 8",AFC Ajax,PAE Olympiakos SFP,1,2,0,0,A
2025-26,2026-01-28,,"League, Matchday 8",Paris Saint-Germain FC,Newcastle United FC,1,1,1,1,D
2025-26,2026-01-28,,"League, Matchday 8",Paphos FC,SK Slavia Praha,4,1,1,1,H
2025-26,2026-01-28,,"League, Matchday 8",PSV,FC Bayern München,1,2,0,0,A
2025-26,2026-01-28,,"League, Matchday 8",SSC Napoli,Chelsea FC,2,3,2,1,A
2025-26,2026-01-28,,"League, Matchday 8",Sport Lisboa e Benfica,Real Madrid CF,4,2,2,1,H
2025-26,2026-01-28,,"League, Matchday 8",Borussia Dortmund,FC Internazionale Milano,0,2,0,0,A
2025-26,2026-02-17,18:45,"Playoffs, Matchday 1",Galatasaray SK,Juventus FC,5,2,1,2,H
2025-26,2026-02-17,21:00,"Playoffs, Matchday 1",Sport Lisboa e Benfica,Real Madrid CF,0,1,0,0,A
2025-26,2026-02-17,,"Playoffs, Matchday 1",AS Monaco FC,Paris Saint-Germain FC,2,3,2,2,A
2025-26,2026-02-17,21:15,"Playoffs, Matchday 1",Borussia Dortmund,Atalanta BC,2,0,2,0,H
2025-26,2026-02-18,18:45,"Playoffs, Matchday 1",Qarabağ Ağdam FK,Newcastle United FC,1,6,0,5,A
2025-26,2026-02-18,21:00,"Playoffs, Matchday 1",Club Brugge KV,Club Atlético de Madrid,3,3,0,2,D
2025-26,2026-02-18,,"Playoffs, Matchday 1",PAE Olympiakos SFP,Bayer 04 Leverkusen,0,2,0,0,A
2025-26,2026-02-18,,"Playoffs, Matchday 1",FK Bodø/Glimt,FC Internazionale Milano,3,1,1,1,H
2025-26,2026-02-24,18:45,"Playoffs, Matchday 2",Club Atlético de Madrid,Club Brugge KV,4,1,1,1,H
2025-26,2026-02-24,21:00,"Playoffs, Matchday 2",Newcastle United FC,Qarabağ Ağdam FK,3,2,2,0,H
2025-26,2026-02-24,,"Playoffs, Matchday 2",Bayer 04 Leverkusen,PAE Olympiakos SFP,0,0,,,D
2025-26,2026-02-24,,"Playoffs, Matchday 2",FC Internazionale Milano,FK Bodø/Glimt,1,2,0,0,A
2025-26,2026-02-25,18:45,"Playoffs, Matchday 2",Atalanta BC,Borussia Dortmund,4,1,2,0,H
2025-26,2026-02-25,21:00,"Playoffs, Matchday 2",Real Madrid CF,Sport Lisboa e Benfica,2,1,1,1,H
2025-26,2026-02-25,,"Playoffs, Matchday 2",Paris Saint-Germain FC,AS Monaco FC,2,2,0,1,D
2025-26,2026-02-25,,"Playoffs, Matchday 2",Juventus FC,Galatasaray SK,3,0,1,0,H
2025-26,2026-03-10,18:45,"Finals, Round of 16",Galatasaray SK,Liverpool FC,1,0,1,0,H
2025-26,2026-03-10,21:00,"Finals, Round of 16",Atalanta BC,FC Bayern München,1,6,0,3,A
2025-26,2026-03-10,,"Finals, Round of 16",Newcastle United FC,FC Barcelona,1,1,0,0,D
2025-26,2026-03-10,,"Finals, Round of 16",Club Atlético de Madrid,Tottenham Hotspur FC,5,2,4,1,H
2025-26,2026-03-11,18:45,"Finals, Round of 16",Bayer 04 Leverkusen,Arsenal FC,1,1,0,0,D
2025-26,2026-03-11,21:00,"Finals, Round of 16",Paris Saint-Germain FC,Chelsea FC,5,2,2,1,H
2025-26,2026-03-11,,"Finals, Round of 16",Real Madrid CF,Manchester City FC,3,0,3,0,H
2025-26,2026-03-11,,"Finals, Round of 16",FK Bodø/Glimt,Sporting Clube de Portugal,3,0,2,0,H
2025-26,2026-03-17,18:45,"Finals, Round of 16",Sporting Clube de Portugal,FK Bodø/Glimt,3,0,1,0,H
2025-26,2026-03-17,21:00,"Finals, Round of 16",Chelsea FC,Paris Saint-Germain FC,0,3,0,2,A
2025-26,2026-03-17,,"Finals, Round of 16",Manchester City FC,Real Madrid CF,1,2,1,1,A
2025-26,2026-03-17,,"Finals, Round of 16",Arsenal FC,Bayer 04 Leverkusen,2,0,1,0,H
2025-26,2026-03-18,18:45,"Finals, Round of 16",FC Barcelona,Newcastle United FC,7,2,3,2,H
2025-26,2026-03-18,21:00,"Finals, Round of 16",Liverpool FC,Galatasaray SK,4,0,1,0,H
2025-26,2026-03-18,,"Finals, Round of 16",FC Bayern München,Atalanta BC,4,1,1,0,H
2025-26,2026-03-18,,"Finals, Round of 16",Tottenham Hotspur FC,Club Atlético de Madrid,3,2,1,0,H
2025-26,2026-04-07,21:00,"Finals, Quarterfinals",Real Madrid CF,FC Bayern München,1,2,0,1,A
2025-26,2026-04-07,,"Finals, Quarterfinals",Sporting Clube de Portugal,Arsenal FC,0,1,0,0,A
2025-26,2026-04-08,21:00,"Finals, Quarterfinals",Paris Saint-Germain FC,Liverpool FC,2,0,1,0,H
2025-26,2026-04-08,,"Finals, Quarterfinals",FC Barcelona,Club Atlético de Madrid,0,2,0,1,A
2025-26,2026-04-14,21:00,"Finals, Quarterfinals",Liverpool FC,Paris Saint-Germain FC,0,2,0,0,A
2025-26,2026-04-14,,"Finals, Quarterfinals",Club Atlético de Madrid,FC Barcelona,1,2,1,2,A
2025-26,2026-04-15,21:00,"Finals, Quarterfinals",FC Bayern München,Real Madrid CF,4,3,2,3,H
2025-26,2026-04-15,,"Finals, Quarterfinals",Arsenal FC,Sporting Clube de Portugal,0,0,,,D
2025-26,2026-04-28,21:00,"Finals, Semifinals",Paris Saint-Germain FC,FC Bayern München,5,4,3,2,H
2025-26,2026-04-29,21:00,"Finals, Semifinals",Club Atlético de Madrid,Arsenal FC,1,1,0,1,D
2025-26,2026-05-05,21:00,"Finals, Semifinals",Arsenal FC,Club Atlético de Madrid,1,0,1,0,H
2025-26,2026-05-06,21:00,"Finals, Semifinals",FC Bayern München,Paris Saint-Germain FC,1,1,0,1,D
2025-26,2026-05-30,18:00,"Finals, Final",Paris Saint-Germain FC,Arsenal FC,1,1,0,1,D
